卸売業	今谷商事（株）	三重県四日市市羽津山町	059-331-8121	今谷 勝	1901年3月	1974年4月	1,000万円	12名	化学製品卸売業	ガソリンスタンド、石油製品小売、肥料卸業（化学肥料及有機肥料）			化学・石油
卸売業	（株）位田茶舗	三重県四日市市中部	059-352-2788	位田 和也	1902年1月	1951年4月	1,000万円	3名	食料・飲料卸売業（茶卸含む）	伊勢茶の加工及販売			小売商業
卸売業	（有）ウッドサプライサナダ	三重県四日市市三ツ谷東町	059-330-5445	眞田　厚		2002年2月	300万円	3名	建築材料卸売業（硝子、サッシ含む）	木材卸小売業、太陽光発電システム販売			建設
卸売業	（株）ウエスギ	三重県四日市市天カ須賀新町	059-365-6800	上杉　圭司	1921年4月	1964年11月	3,000万円	68名	再生資源卸売業	貴金属、非鉄金属販売業、産業廃棄物処理業、解体工事、医療系廃棄物処理業		http://www.uesugi-p.co.jp	繊維紙工・機械金属
卸売業	（株）上田	三重県四日市市浜田町	059-353-1121	上田　吉典	1965年3月	1973年3月	1,000万円	7名	その他の卸売業	旗、カップ、贈答品卸小売		http://www.net-ueda.com	小売商業
卸売業	（有）魚人	三重県四日市市西浦一丁目	059-355-0350	加藤 秀樹		1995年10月	300万円	1名	農畜産物・水産物卸売業	鮮魚販売			食品
卸売業	嬉野ブロイラー（有）	三重県四日市市河原田町	059-347-8480	田中　正智	1963年2月	1963年2月	400万円	5名	農畜産物・水産物卸売業	若鶏肉卸			食品
卸売業	（株）エーゼーゴム洋行四日市営業所	三重県四日市市九の城町	059-353-8156	戸島　覚	1947年11月	1963年11月	9,956万円	3名	その他の卸売業	工業用ゴム、樹脂製品販売、プラスチック配管材料、土木建築用資材、金属加工品		http://www.aj-rubber.com/	化学・石油
卸売業	永光電材（株）	三重県四日市市浜町	059-355-5758	儀賀　孝弥	1988年1月	1978年2月	1,000万円	7名	機械器具卸売業（自動車、家電含む）	電線総合資材の販売、建設附帯材料の販売、電材加工			建設
卸売業	（株）ＮＴジオテック中部	三重県四日市市北浜田町	059-351-6523	古川　尚樹		2009年7月	500万円	6名	その他の卸売業	測量機器販売、レンタル、修理、校正		http://nt-geo.co.jp	繊維紙工・機械金属
卸売業	Ｍ＆Ｄ建材（株）	三重県四日市市生桑町	059-331-1234	和田山　久司		1985年10月	1,005万円		建築材料卸売業（硝子、サッシ含む）	スレート製品等建築資材の販売・施工			建設
卸売業	お伊勢参り本舗（株）	三重県四日市市水沢町	059-329-2078	堤　弘佳		2003年7月	1,000万円	3名	食料・飲料卸売業（茶卸含む）	オリジナルペットボトル飲料、各種粉末茶、かぶせ茶、各種茶葉、自動給茶器、ティーバック		http://oise.co.jp	小売商業
卸売業	（有）太田商会	三重県四日市市泊町	059-345-4147	太田 稔	1949年1月	1971年6月	300万円	6名	機械器具卸売業（自動車、家電含む）	消防施設工事業、消防防災機器用品販売			建設
卸売業	太田商事（株）	三重県四日市市八田三丁目	059-365-0069	太田 秀実		1953年12月	1,000万円	6名	再生資源卸売業	再生資源回収販売業、一般廃棄物、産業廃棄物、収集運搬業、産業廃棄物中間処理業			不動産
卸売業	（株）太田廣　四日市営業所	三重県四日市市新正五丁目	059-353-1281	代表者	1951年3月	1959年8月	4,500万円	11名	化学製品卸売業	ゴム工業用品卸売、樹脂材料卸売及び加工		http://www.ootahiro.co.jp	化学・石油
卸売業	（株）大津屋	三重県四日市市日永東三丁目	059-345-3321	大津　裕史		1946年3月	2,000万円	36名	機械器具卸売業（自動車、家電含む）	ベアリング、パッキン、伝導機器、油圧空圧機器、他 ＦＡ関連機器、部品等の販売	ベアリング１個から専用機製作までを取り扱うＦＡの総合技術商社。お客様にとってなくてはならない企業を目指しています。	http://www.ootsuya.co.jp	繊維紙工・機械金属
卸売業	（株）大野商事	三重県四日市市安島二丁目	059-351-6636	大野 任俊	1963年5月	1963年5月	2,470万円	20名	食料・飲料卸売業（茶卸含む）	ビル賃貸業・エステティックサロン・寝具小売業			食品
卸売業	小黒硝子店装（株）	三重県四日市市大井手二丁目	059-351-0666	小黒　正博	1955年9月	1973年2月	1,500万円	4名	家具・建具・什器等卸売業（日用雑貨卸含む）	板ガラス、アルミサッシ、ショ－ケ－ス、陳列台販売		http://www.oguro.co.jp	建設
卸売業	（株）各治	三重県四日市市陶栄町	059-331-4721	山本 哲也	1946年10月	1995年1月	1,000万円		陶磁器卸売業	急須、茶器、茶関連商品販売		http://www.just.st/?in=307987	観光・窯業
卸売業	（株）カサハラ	三重県四日市市南富田町	059-361-1000	笠原 政彦	1997年9月	2000年1月	1,000万円	14名	食料・飲料卸売業（茶卸含む）	業務用食材卸、食品催事、ＮＴＴドコモ代理店、菓子製造業			食品
